Marker	LG	Distance (cM)	Sctg	Position_Sctg
80491_sctg_46_292405	7	52.703	46	292405
80466_sctg_46_247404	7	53.953	46	247404
80418_sctg_46_166459	7	53.953	46	166459
80387_sctg_46_132003	7	53.953	46	132003
80857_sctg_46_94373	7	53.953	46	94373
57776_sctg_304_111089	7	53.953	304	111089
57782_sctg_304_131507	7	53.953	304	131507
12068_sctg_125_388448	7	60.236	125	388448
12045_sctg_125_367982	7	60.236	125	367982
12044_sctg_125_367692	7	60.236	125	367692
12023_sctg_125_343121	7	60.236	125	343121
12013_sctg_125_339016	7	60.236	125	339016
11908_sctg_125_229949	7	60.236	125	229949
11860_sctg_125_158456	7	60.236	125	158456
12131_sctg_125_53309	7	60.236	125	53309
12115_sctg_125_44497	7	60.236	125	44497
12060_sctg_125_38145	7	60.236	125	38145
11897_sctg_125_21436	7	63.028	125	21436
28683_sctg_176_262925	7	63.028	176	262925
28671_sctg_176_244253	7	64.279	176	244253
28661_sctg_176_240452	7	64.279	176	240452
28660_sctg_176_240450	7	64.279	176	240450
28637_sctg_176_196554	7	64.279	176	196554
28628_sctg_176_188147	7	64.279	176	188147
28565_sctg_176_116335	7	64.279	176	116335
28563_sctg_176_115863	7	64.279	176	115863
28558_sctg_176_113390	7	64.279	176	113390
28815_sctg_176_80166	7	64.279	176	80166
28643_sctg_176_2021	7	68.041	176	2021
81123_sctg_476_21455	7	69.296	476	21455
81166_sctg_476_58216	7	69.296	476	58216
82173_sctg_489_15974	7	69.446	489	15974
84600_sctg_500_60580	7	73.053	500	60580
84601_sctg_500_60914	7	73.053	500	60914
84605_sctg_500_62164	7	73.053	500	62164
84615_sctg_500_76372	7	73.053	500	76372
19869_sctg_148_19836	7	73.053	148	19836
19955_sctg_148_32340	7	73.053	148	32340
19985_sctg_148_36403	7	73.053	148	36403
20000_sctg_148_39080	7	73.053	148	39080
20039_sctg_148_95455	7	73.093	148	95455
19864_sctg_148_195798	7	78.07	148	195798
19904_sctg_148_233134	7	78.07	148	233134
19926_sctg_148_268429	7	78.07	148	268429
19933_sctg_148_274542	7	78.07	148	274542
19934_sctg_148_274544	7	78.07	148	274544
6641_sctg_110_3949	7	87.406	110	3949
6525_sctg_110_228406	7	92	110	228406
6544_sctg_110_245951	7	92	110	245951
6546_sctg_110_247419	7	92	110	247419
6574_sctg_110_291546	7	92	110	291546
6591_sctg_110_305196	7	92	110	305196
6595_sctg_110_307598	7	92	110	307598
6636_sctg_110_384517	7	95.758	110	384517
6639_sctg_110_386082	7	95.758	110	386082
6653_sctg_110_401592	7	95.758	110	401592
6670_sctg_110_410839	7	95.758	110	410839
6681_sctg_110_421372	7	95.758	110	421372
6694_sctg_110_436440	7	95.758	110	436440
6702_sctg_110_449833	7	95.758	110	449833
6712_sctg_110_457775	7	95.758	110	457775
7140_sctg_111_8758	7	100.779	111	8758
7141_sctg_111_9158	7	100.779	111	9158
7040_sctg_111_41696	7	102.033	111	41696
6832_sctg_111_108613	7	103.284	111	108613
6833_sctg_111_108886	7	103.284	111	108886
6840_sctg_111_112709	7	103.284	111	112709
6908_sctg_111_221106	7	103.284	111	221106
6949_sctg_111_305257	7	105.786	111	305257
7033_sctg_111_412707	7	105.786	111	412707
7043_sctg_111_417295	7	105.786	111	417295
7077_sctg_111_460199	7	105.786	111	460199
57872_sctg_305_15264	7	107.036	305	15264
57899_sctg_305_31867	7	107.036	305	31867
57900_sctg_305_31870	7	107.036	305	31870
57904_sctg_305_34403	7	107.036	305	34403
57943_sctg_305_80941	7	107.036	305	80941
57947_sctg_305_83968	7	107.036	305	83968
96303_sctg_663_15943	7	107.036	663	15943
11761_sctg_124_447082	7	107.036	124	447082
11737_sctg_124_418063	7	107.036	124	418063
11714_sctg_124_391445	7	107.036	124	391445
11678_sctg_124_359838	7	107.036	124	359838
11659_sctg_124_340643	7	108.287	124	340643
11560_sctg_124_237788	7	108.287	124	237788
11558_sctg_124_237485	7	108.287	124	237485
11474_sctg_124_135218	7	108.287	124	135218
11807_sctg_124_82999	7	112.094	124	82999
11756_sctg_124_44387	7	113.363	124	44387
11721_sctg_124_39604	7	113.363	124	39604
39390_sctg_218_105944	8	0	218	105944
39408_sctg_218_141066	8	1.29	218	141066
39456_sctg_218_221258	8	1.29	218	221258
74933_sctg_417_17542	8	2.558	417	17542
74946_sctg_417_37582	8	2.558	417	37582
31749_sctg_187_183257	8	2.558	187	183257
31734_sctg_187_157648	8	2.558	187	157648
31723_sctg_187_132416	8	2.558	187	132416
31722_sctg_187_129829	8	2.558	187	129829
31714_sctg_187_113119	8	2.558	187	113119
31863_sctg_187_60974	8	3.809	187	60974
31856_sctg_187_51226	8	3.809	187	51226
38801_sctg_214_55470	8	6.312	214	55470
38810_sctg_214_99946	8	6.312	214	99946
38677_sctg_214_159007	8	9.468	214	159007
38725_sctg_214_214003	8	12.624	214	214003
69855_sctg_380_6864	8	14.56	380	6864
69803_sctg_380_22870	8	14.566	380	22870
103960_sctg_7_17446	8	18.475	7	17446
104044_sctg_7_31989	8	18.475	7	31989
104269_sctg_7_65868	8	21.398	7	65868
104002_sctg_7_233671	8	22.652	7	233671
104041_sctg_7_312490	8	22.652	7	312490
104053_sctg_7_334729	8	26.412	7	334729
104064_sctg_7_354104	8	26.412	7	354104
104149_sctg_7_516126	8	31.429	7	516126
104153_sctg_7_523686	8	31.429	7	523686
104154_sctg_7_523896	8	31.429	7	523896
104180_sctg_7_551428	8	31.429	7	551428
104284_sctg_7_689759	8	31.429	7	689759
104358_sctg_7_785140	8	31.429	7	785140
104456_sctg_7_938982	8	31.429	7	938982
103672_sctg_7_1046557	8	32.679	7	1046557
103743_sctg_7_1104882	8	34.555	7	1104882
103744_sctg_7_1107027	8	34.555	7	1107027
103812_sctg_7_1183602	8	36.431	7	1183602
103824_sctg_7_1208348	8	36.431	7	1208348
103825_sctg_7_1208547	8	36.431	7	1208547
103840_sctg_7_1226831	8	36.431	7	1226831
103871_sctg_7_1276850	8	36.431	7	1276850
103892_sctg_7_1297371	8	36.431	7	1297371
103906_sctg_7_1332228	8	36.431	7	1332228
103913_sctg_7_1353875	8	36.431	7	1353875
103937_sctg_7_1391098	8	36.431	7	1391098
52651_sctg_281_145825	8	36.431	281	145825
52653_sctg_281_147933	8	36.431	281	147933
52654_sctg_281_158643	8	36.431	281	158643
52661_sctg_281_167644	8	36.431	281	167644
97982_sctg_697_17862	8	36.431	697	17862
12414_sctg_126_44122	8	40.188	126	44122
12422_sctg_126_46769	8	40.188	126	46769
12466_sctg_126_93613	8	40.188	126	93613
12220_sctg_126_165643	8	40.188	126	165643
12222_sctg_126_165921	8	40.188	126	165921
12228_sctg_126_173849	8	40.188	126	173849
12230_sctg_126_179934	8	40.188	126	179934
12275_sctg_126_223620	8	40.188	126	223620
12315_sctg_126_302076	8	42.69	126	302076
12321_sctg_126_305636	8	42.69	126	305636
12329_sctg_126_322600	8	42.69	126	322600
12344_sctg_126_348636	8	42.69	126	348636
12348_sctg_126_349754	8	42.69	126	349754
12349_sctg_126_350119	8	42.69	126	350119
12354_sctg_126_355375	8	42.69	126	355375
12356_sctg_126_355576	8	42.69	126	355576
12360_sctg_126_364179	8	42.69	126	364179
12370_sctg_126_375328	8	42.69	126	375328
12374_sctg_126_381508	8	42.69	126	381508
12397_sctg_126_418007	8	42.69	126	418007
12400_sctg_126_418612	8	42.69	126	418612
64183_sctg_342_66567	8	43.941	342	66567
64186_sctg_342_71771	8	43.941	342	71771
64189_sctg_342_76187	8	43.941	342	76187
64099_sctg_342_102535	8	47.293	342	102535
102881_sctg_78_1596	8	48.961	78	1596
102809_sctg_78_10389	8	48.961	78	10389
102835_sctg_78_12660	8	48.961	78	12660
102856_sctg_78_14020	8	48.961	78	14020
102861_sctg_78_141255	8	55.244	78	141255
102879_sctg_78_158275	8	55.244	78	158275
102950_sctg_78_239522	8	55.244	78	239522
102959_sctg_78_261546	8	55.244	78	261546
59501_sctg_315_48323	8	57.746	315	48323
59512_sctg_315_65545	8	57.746	315	65545
59513_sctg_315_65853	8	57.746	315	65853
59443_sctg_315_105557	8	57.746	315	105557
59492_sctg_315_191547	8	61.503	315	191547
63192_sctg_338_12654	8	61.503	338	12654
63236_sctg_338_67150	8	61.503	338	67150
63214_sctg_338_170133	8	61.503	338	170133
80177_sctg_466_19863	8	61.503	466	19863
38255_sctg_211_279655	8	61.503	211	279655
38203_sctg_211_194263	8	61.503	211	194263
38129_sctg_211_11457	8	65.264	211	11457
38290_sctg_211_8937	8	65.264	211	8937
111904_sctg_968_547	8	66.77	968	547
77064_sctg_435_16812	8	72.827	435	16812
77069_sctg_435_22643	8	72.827	435	22643
77072_sctg_435_23204	8	72.827	435	23204
92143_sctg_5_1566901	8	72.827	5	1566901
92141_sctg_5_1566552	8	72.827	5	1566552
92053_sctg_5_1461916	8	74.077	5	1461916
92043_sctg_5_1442597	8	74.077	5	1442597
92041_sctg_5_1440438	8	74.077	5	1440438
92040_sctg_5_1439018	8	74.077	5	1439018
92039_sctg_5_1438685	8	74.077	5	1438685
92034_sctg_5_1435875	8	74.077	5	1435875
92020_sctg_5_1429128	8	74.077	5	1429128
92005_sctg_5_1408602	8	74.077	5	1408602
91986_sctg_5_1393300	8	74.077	5	1393300
91915_sctg_5_1270980	8	75.329	5	1270980
91902_sctg_5_1254938	8	75.329	5	1254938
91819_sctg_5_1135484	8	79.087	5	1135484
91818_sctg_5_1135211	8	79.087	5	1135211
91803_sctg_5_1108928	8	79.087	5	1108928
91801_sctg_5_1105940	8	79.087	5	1105940
91855_sctg_5_1175090	8	80.142	5	1175090
91847_sctg_5_1167309	8	80.142	5	1167309
91795_sctg_5_1093265	8	80.142	5	1093265
91794_sctg_5_1093262	8	80.142	5	1093262
92723_sctg_5_903018	8	84.963	5	903018
92721_sctg_5_902775	8	84.963	5	902775
92718_sctg_5_895092	8	84.963	5	895092
92697_sctg_5_861650	8	84.963	5	861650
92655_sctg_5_823412	8	86.214	5	823412
92651_sctg_5_812951	8	86.214	5	812951
92638_sctg_5_801083	8	86.214	5	801083
92637_sctg_5_801080	8	86.214	5	801080
92630_sctg_5_792442	8	86.214	5	792442
92558_sctg_5_713557	8	86.214	5	713557
92530_sctg_5_688411	8	86.214	5	688411
92467_sctg_5_604025	8	86.214	5	604025
92465_sctg_5_599571	8	86.214	5	599571
92450_sctg_5_584138	8	86.214	5	584138
92381_sctg_5_497792	8	86.214	5	497792
92380_sctg_5_497789	8	86.214	5	497789
92378_sctg_5_497012	8	86.214	5	497012
92375_sctg_5_491714	8	86.214	5	491714
92361_sctg_5_482450	8	86.214	5	482450
92282_sctg_5_330474	8	88.716	5	330474
92269_sctg_5_313253	8	88.716	5	313253
92260_sctg_5_301913	8	88.716	5	301913
92253_sctg_5_294302	8	88.716	5	294302
92233_sctg_5_269432	8	88.716	5	269432
92218_sctg_5_257090	8	88.716	5	257090
92212_sctg_5_248393	8	88.716	5	248393
91896_sctg_5_124275	8	88.716	5	124275
91865_sctg_5_118253	8	88.716	5	118253
91827_sctg_5_114712	8	88.716	5	114712
91729_sctg_5_100178	8	88.716	5	100178
92737_sctg_5_91067	8	88.716	5	91067
92675_sctg_5_84764	8	88.716	5	84764
39032_sctg_215_9924	9	0	215	9924
39012_sctg_215_75799	9	0	215	75799
39015_sctg_215_79530	9	0	215	79530
39019_sctg_215_86026	9	0	215	86026
38833_sctg_215_125192	9	0	215	125192
38924_sctg_215_249407	9	2.502	215	249407
15494_sctg_135_17419	9	2.502	135	17419
15496_sctg_135_17673	9	2.502	135	17673
15708_sctg_135_90624	9	5.007	135	90624
15453_sctg_135_118883	9	6.26	135	118883
15456_sctg_135_124464	9	6.26	135	124464
15474_sctg_135_156211	9	6.26	135	156211
15478_sctg_135_160516	9	6.26	135	160516
15480_sctg_135_163324	9	6.26	135	163324
15486_sctg_135_165135	9	6.26	135	165135
15489_sctg_135_170647	9	6.26	135	170647
15492_sctg_135_172723	9	6.26	135	172723
15504_sctg_135_191747	9	7.51	135	191747
15509_sctg_135_198445	9	7.51	135	198445
15526_sctg_135_225101	9	7.51	135	225101
15535_sctg_135_233285	9	7.51	135	233285
15607_sctg_135_337034	9	8.762	135	337034
15612_sctg_135_357743	9	10.014	135	357743
15613_sctg_135_360719	9	10.014	135	360719
15644_sctg_135_391288	9	10.014	135	391288
19457_sctg_146_61308	9	11.265	146	61308
19459_sctg_146_65382	9	11.265	146	65382
19236_sctg_146_129065	9	13.768	146	129065
19237_sctg_146_129068	9	13.768	146	129068
19239_sctg_146_131058	9	13.768	146	131058
19243_sctg_146_133159	9	13.768	146	133159
19249_sctg_146_140990	9	13.768	146	140990
19262_sctg_146_164441	9	13.768	146	164441
19292_sctg_146_200929	9	17.525	146	200929
19296_sctg_146_201332	9	17.525	146	201332
19305_sctg_146_207677	9	17.525	146	207677
19313_sctg_146_215558	9	17.525	146	215558
19321_sctg_146_218677	9	17.525	146	218677
19325_sctg_146_226478	9	17.525	146	226478
19329_sctg_146_228265	9	17.525	146	228265
19339_sctg_146_231888	9	17.525	146	231888
19341_sctg_146_234573	9	17.525	146	234573
19343_sctg_146_234997	9	17.525	146	234997
19426_sctg_146_390503	9	18.775	146	390503
19428_sctg_146_401516	9	18.775	146	401516
19436_sctg_146_403009	9	18.775	146	403009
54313_sctg_290_133870	9	20.026	290	133870
54315_sctg_290_135138	9	20.026	290	135138
54344_sctg_290_180231	9	20.026	290	180231
84876_sctg_508_27218	9	23.783	508	27218
84877_sctg_508_27220	9	23.783	508	27220
74867_sctg_415_7731	9	23.783	415	7731
74845_sctg_415_32435	9	23.783	415	32435
74851_sctg_415_42890	9	23.783	415	42890
74859_sctg_415_65381	9	23.783	415	65381
64036_sctg_341_173246	9	25.033	341	173246
64030_sctg_341_163603	9	25.033	341	163603
64023_sctg_341_157057	9	25.033	341	157057
64021_sctg_341_156790	9	25.033	341	156790
64010_sctg_341_121903	9	25.033	341	121903
64005_sctg_341_119188	9	25.033	341	119188
63999_sctg_341_110878	9	25.033	341	110878
64098_sctg_341_96357	9	25.033	341	96357
64097_sctg_341_96354	9	26.286	341	96354
43992_sctg_239_215877	9	27.538	239	215877
43934_sctg_239_136566	9	27.538	239	136566
43933_sctg_239_136564	9	27.538	239	136564
43926_sctg_239_127342	9	27.538	239	127342
43909_sctg_239_100449	9	27.538	239	100449
87097_sctg_535_19650	9	28.789	535	19650
101473_sctg_74_44399	9	28.789	74	44399
101474_sctg_74_44402	9	28.789	74	44402
101608_sctg_74_97089	9	31.291	74	97089
101609_sctg_74_97092	9	31.291	74	97092
101211_sctg_74_101096	9	31.291	74	101096
101212_sctg_74_101352	9	31.291	74	101352
101249_sctg_74_150730	9	31.291	74	150730
101252_sctg_74_153691	9	31.291	74	153691
101264_sctg_74_165311	9	31.291	74	165311
101280_sctg_74_199151	9	31.291	74	199151
101286_sctg_74_212271	9	31.291	74	212271
101325_sctg_74_256851	9	32.541	74	256851
101348_sctg_74_284797	9	32.541	74	284797
101389_sctg_74_339167	9	33.792	74	339167
101412_sctg_74_358361	9	35.045	74	358361
101499_sctg_74_501359	9	35.045	74	501359
101541_sctg_74_563919	9	41.332	74	563919
101546_sctg_74_566960	9	41.332	74	566960
101574_sctg_74_601091	9	43.836	74	601091
101579_sctg_74_616816	9	43.836	74	616816
4752_sctg_1070_2622	9	43.836	1070	2622
4753_sctg_1070_2930	9	43.836	1070	2930
109574_sctg_905_542	9	43.836	905	542
63075_sctg_337_151978	9	43.836	337	151978
63066_sctg_337_142426	9	45.105	337	142426
27590_sctg_171_75337	9	52.683	171	75337
27401_sctg_171_151296	9	52.683	171	151296
27407_sctg_171_156373	9	52.683	171	156373
27408_sctg_171_164247	9	52.683	171	164247
27468_sctg_171_244993	9	52.683	171	244993
27494_sctg_171_281172	9	52.683	171	281172
27522_sctg_171_318367	9	52.683	171	318367
40354_sctg_21_984939	9	52.683	21	984939
40283_sctg_21_873304	9	53.933	21	873304
40281_sctg_21_871468	9	53.933	21	871468
40249_sctg_21_821404	9	55.186	21	821404
40241_sctg_21_807612	9	56.438	21	807612
40188_sctg_21_732942	9	56.438	21	732942
40181_sctg_21_729065	9	56.438	21	729065
40126_sctg_21_630942	9	61.456	21	630942
40122_sctg_21_619620	9	61.456	21	619620
40080_sctg_21_565460	9	61.456	21	565460
40033_sctg_21_491443	9	61.456	21	491443
40032_sctg_21_491245	9	61.456	21	491245
40000_sctg_21_448904	9	61.456	21	448904
39993_sctg_21_439685	9	61.456	21	439685
39946_sctg_21_390900	9	61.456	21	390900
39914_sctg_21_347547	9	61.456	21	347547
39886_sctg_21_312247	9	61.456	21	312247
39871_sctg_21_287893	9	62.156	21	287893
39872_sctg_21_287896	9	62.711	21	287896
39832_sctg_21_200365	9	65.22	21	200365
39797_sctg_21_135804	9	65.22	21	135804
39789_sctg_21_124990	9	66.474	21	124990
39808_sctg_21_14662	9	67.727	21	14662
80096_sctg_464_49901	9	67.727	464	49901
57709_sctg_303_192519	9	69.281	303	192519
57733_sctg_303_38766	9	73.996	303	38766
57731_sctg_303_36917	9	73.996	303	36917
57653_sctg_303_11158	9	73.996	303	11158
110760_sctg_932_6944	9	73.996	932	6944
83369_sctg_49_627189	9	77.755	49	627189
83353_sctg_49_596663	9	77.755	49	596663
83350_sctg_49_594049	9	77.755	49	594049
83347_sctg_49_593431	9	77.755	49	593431
83341_sctg_49_587436	9	77.755	49	587436
83340_sctg_49_587433	9	77.755	49	587433
83278_sctg_49_493428	9	77.755	49	493428
83239_sctg_49_427257	9	77.755	49	427257
83235_sctg_49_426228	9	77.755	49	426228
83098_sctg_49_251776	9	81.514	49	251776
83095_sctg_49_248228	9	82.114	49	248228
83053_sctg_49_160050	9	82.765	49	160050
83028_sctg_49_142783	9	85.268	49	142783
83023_sctg_49_138312	9	85.268	49	138312
83015_sctg_49_132252	9	85.268	49	132252
59677_sctg_317_163392	9	85.268	317	163392
59666_sctg_317_158654	9	85.268	317	158654
59664_sctg_317_151442	9	85.268	317	151442
59742_sctg_317_76312	9	87.834	317	76312
59740_sctg_317_73732	9	87.834	317	73732
59734_sctg_317_67407	9	87.834	317	67407
59727_sctg_317_62791	9	87.834	317	62791
59719_sctg_317_49650	9	87.834	317	49650
59716_sctg_317_49152	9	87.834	317	49152
12810_sctg_127_80565	10	0	127	80565
12814_sctg_127_85505	10	0	127	85505
12819_sctg_127_88932	10	0	127	88932
12481_sctg_127_107982	10	0	127	107982
12502_sctg_127_124098	10	0	127	124098
12517_sctg_127_140046	10	0	127	140046
12532_sctg_127_154534	10	0	127	154534
12547_sctg_127_179822	10	1.25	127	179822
12565_sctg_127_199427	10	1.25	127	199427
12570_sctg_127_206180	10	1.25	127	206180
12581_sctg_127_235156	10	2.502	127	235156
12655_sctg_127_342043	10	2.502	127	342043
12668_sctg_127_351987	10	2.502	127	351987
12769_sctg_127_451624	10	7.225	127	451624
79033_sctg_454_19370	10	8.795	454	19370
79031_sctg_454_15129	10	9.095	454	15129
79053_sctg_454_44377	10	10.048	454	44377
79073_sctg_454_67733	10	11.302	454	67733
79076_sctg_454_69054	10	11.302	454	69054
16501_sctg_138_51225	10	17.586	138	51225
16505_sctg_138_55499	10	17.586	138	55499
16513_sctg_138_61976	10	17.586	138	61976
16515_sctg_138_62210	10	17.586	138	62210
16518_sctg_138_64744	10	17.586	138	64744
16270_sctg_138_110687	10	17.586	138	110687
16293_sctg_138_143942	10	17.586	138	143942
16308_sctg_138_158663	10	17.586	138	158663
16343_sctg_138_216673	10	20.942	138	216673
16376_sctg_138_267682	10	22.618	138	267682
100944_sctg_73_395780	10	25.12	73	395780
100946_sctg_73_396603	10	25.12	73	396603
100951_sctg_73_407070	10	25.12	73	407070
100964_sctg_73_415512	10	25.12	73	415512
101024_sctg_73_512520	10	25.12	73	512520
101043_sctg_73_534848	10	25.12	73	534848
101115_sctg_73_619722	10	25.12	73	619722
26161_sctg_168_360224	10	25.12	168	360224
26059_sctg_168_191683	10	29.833	168	191683
26053_sctg_168_178390	10	29.833	168	178390
26225_sctg_168_93964	10	31.391	168	93964
26219_sctg_168_89820	10	31.391	168	89820
26206_sctg_168_78011	10	31.391	168	78011
34411_sctg_196_95616	10	36.409	196	95616
34247_sctg_196_118982	10	36.409	196	118982
34271_sctg_196_154280	10	36.409	196	154280
34290_sctg_196_182224	10	36.409	196	182224
34297_sctg_196_190814	10	36.409	196	190814
31343_sctg_185_229068	10	41.429	185	229068
28299_sctg_174_45190	10	42.681	174	45190
28153_sctg_174_172814	10	42.681	174	172814
28165_sctg_174_193598	10	42.681	174	193598
28204_sctg_174_231344	10	44.557	174	231344
28250_sctg_174_286202	10	44.557	174	286202
68513_sctg_372_27904	10	46.434	372	27904
68527_sctg_372_46379	10	46.434	372	46379
68549_sctg_372_64465	10	46.434	372	64465
68556_sctg_372_79108	10	46.434	372	79108
68469_sctg_372_100612	10	46.434	372	100612
68472_sctg_372_101412	10	46.434	372	101412
68489_sctg_372_111725	10	46.434	372	111725
8681_sctg_117_23703	10	46.434	117	23703
8849_sctg_117_49975	10	46.434	117	49975
8858_sctg_117_54463	10	46.434	117	54463
8885_sctg_117_96126	10	46.434	117	96126
8598_sctg_117_106880	10	46.434	117	106880
8625_sctg_117_162946	10	46.434	117	162946
8647_sctg_117_192284	10	46.434	117	192284
8668_sctg_117_213473	10	46.434	117	213473
8670_sctg_117_221363	10	46.434	117	221363
8674_sctg_117_222142	10	46.434	117	222142
8689_sctg_117_253705	10	46.434	117	253705
8726_sctg_117_315466	10	47.685	117	315466
8779_sctg_117_387062	10	47.685	117	387062
8780_sctg_117_387063	10	47.685	117	387063
8801_sctg_117_435539	10	48.937	117	435539
96824_sctg_673_15378	10	51.442	673	15378
61801_sctg_32_21274	10	53.947	32	21274
62093_sctg_32_64926	10	53.947	32	64926
61745_sctg_32_114118	10	53.947	32	114118
61750_sctg_32_127748	10	53.947	32	127748
61757_sctg_32_140434	10	53.947	32	140434
61763_sctg_32_145240	10	53.947	32	145240
61778_sctg_32_173389	10	53.947	32	173389
61834_sctg_32_285682	10	59.817	32	285682
61835_sctg_32_285868	10	59.817	32	285868
61848_sctg_32_314526	10	62.727	32	314526
61852_sctg_32_326089	10	62.727	32	326089
61863_sctg_32_344923	10	62.727	32	344923
61884_sctg_32_373042	10	62.727	32	373042
61890_sctg_32_379217	10	62.727	32	379217
61899_sctg_32_383410	10	62.727	32	383410
61931_sctg_32_431583	10	62.727	32	431583
61938_sctg_32_433498	10	62.727	32	433498
61944_sctg_32_440059	10	62.727	32	440059
62001_sctg_32_510570	10	63.977	32	510570
62007_sctg_32_513971	10	63.977	32	513971
62035_sctg_32_556666	10	63.977	32	556666
62069_sctg_32_596137	10	63.977	32	596137
62097_sctg_32_650619	10	63.977	32	650619
62100_sctg_32_651168	10	63.977	32	651168
62155_sctg_32_734865	10	63.977	32	734865
62205_sctg_32_811484	10	65.859	32	811484
62268_sctg_32_909985	10	67.741	32	909985
62269_sctg_32_910472	10	67.741	32	910472
62272_sctg_32_913750	10	67.741	32	913750
62274_sctg_32_916157	10	67.741	32	916157
62277_sctg_32_918332	10	67.741	32	918332
62293_sctg_32_923588	10	67.741	32	923588
62295_sctg_32_923845	10	67.741	32	923845
31035_sctg_183_4375	10	67.741	183	4375
30884_sctg_183_10334	10	67.741	183	10334
30919_sctg_183_14273	10	67.741	183	14273
30932_sctg_183_158777	10	67.741	183	158777
30946_sctg_183_191925	10	67.741	183	191925
30972_sctg_183_224152	10	67.741	183	224152
30978_sctg_183_235269	10	67.741	183	235269
30980_sctg_183_239517	10	67.741	183	239517
6814_sctg_1118_2843	10	71.506	1118	2843
98825_sctg_6_217402	10	74.015	6	217402
98827_sctg_6_218847	10	74.015	6	218847
98835_sctg_6_224818	10	74.015	6	224818
98839_sctg_6_245447	10	74.015	6	245447
98841_sctg_6_245762	10	74.015	6	245762
98852_sctg_6_283176	10	74.015	6	283176
98868_sctg_6_290237	10	74.015	6	290237
98933_sctg_6_413614	10	77.772	6	413614
99015_sctg_6_540539	10	77.772	6	540539
99018_sctg_6_545543	10	77.772	6	545543
99153_sctg_6_716607	10	84.055	6	716607
99154_sctg_6_716609	10	84.055	6	716609
99158_sctg_6_734753	10	84.055	6	734753
99161_sctg_6_735313	10	84.055	6	735313
99168_sctg_6_742487	10	84.055	6	742487
99175_sctg_6_754215	10	84.055	6	754215
99218_sctg_6_802884	10	84.055	6	802884
99232_sctg_6_826066	10	84.055	6	826066
98578_sctg_6_1118474	10	84.055	6	1118474
98649_sctg_6_1197553	10	92.008	6	1197553
79149_sctg_456_31751	11	0	456	31751
89221_sctg_567_13219	11	0	567	13219
89242_sctg_567_46477	11	0.012	567	46477
7488_sctg_113_109694	11	3.759	113	109694
7500_sctg_113_120807	11	3.759	113	120807
7545_sctg_113_222648	11	7.518	113	222648
7551_sctg_113_230185	11	7.518	113	230185
7553_sctg_113_230519	11	7.518	113	230519
7559_sctg_113_241431	11	7.518	113	241431
7563_sctg_113_242037	11	7.518	113	242037
7592_sctg_113_279244	11	10.863	113	279244
7642_sctg_113_361238	11	10.863	113	361238
7721_sctg_113_463131	11	12.524	113	463131
7724_sctg_113_469566	11	12.524	113	469566
7725_sctg_113_469569	11	12.524	113	469569
7739_sctg_113_476417	11	12.524	113	476417
107056_sctg_865_6911	11	12.524	865	6911
107069_sctg_867_1482	11	12.524	867	1482
3266_sctg_102_72638	11	13.774	102	72638
3270_sctg_102_78546	11	13.774	102	78546
2962_sctg_102_106382	11	13.774	102	106382
2967_sctg_102_111141	11	13.774	102	111141
2968_sctg_102_111475	11	13.774	102	111475
9442_sctg_119_60916	11	15.024	119	60916
9444_sctg_119_65496	11	15.024	119	65496
9476_sctg_119_88585	11	15.024	119	88585
9236_sctg_119_199014	11	18.781	119	199014
9299_sctg_119_261321	11	18.781	119	261321
9344_sctg_119_320595	11	18.781	119	320595
9365_sctg_119_369544	11	20.176	119	369544
47240_sctg_253_198028	11	30.17	253	198028
47241_sctg_253_198031	11	30.17	253	198031
22899_sctg_157_363981	11	32.675	157	363981
22898_sctg_157_363978	11	32.675	157	363978
22885_sctg_157_341839	11	32.675	157	341839
22880_sctg_157_338170	11	32.675	157	338170
22865_sctg_157_311250	11	32.675	157	311250
22853_sctg_157_298539	11	32.675	157	298539
22939_sctg_157_83924	11	33.444	157	83924
80023_sctg_463_18165	11	33.444	463	18165
80061_sctg_463_71617	11	35.463	463	71617
80064_sctg_463_72160	11	35.463	463	72160
80065_sctg_463_72163	11	35.463	463	72163
80067_sctg_463_73872	11	35.463	463	73872
80068_sctg_463_74069	11	35.463	463	74069
80077_sctg_463_77313	11	35.463	463	77313
58194_sctg_308_136553	11	35.463	308	136553
58203_sctg_308_144538	11	36.716	308	144538
58217_sctg_308_148674	11	36.716	308	148674
82373_sctg_48_287206	11	44.276	48	287206
82378_sctg_48_293305	11	44.276	48	293305
82379_sctg_48_293543	11	44.276	48	293543
82383_sctg_48_299295	11	44.276	48	299295
82460_sctg_48_424353	11	51.833	48	424353
82462_sctg_48_432690	11	51.833	48	432690
82475_sctg_48_488950	11	51.833	48	488950
82488_sctg_48_501154	11	51.833	48	501154
82521_sctg_48_566933	11	51.833	48	566933
82534_sctg_48_588255	11	51.833	48	588255
82621_sctg_48_742213	11	58.115	48	742213
10549_sctg_1215_793	11	58.115	1215	793
49087_sctg_262_7373	11	58.115	262	7373
49062_sctg_262_40643	11	58.115	262	40643
48987_sctg_262_131842	11	58.115	262	131842
49034_sctg_262_192224	11	58.115	262	192224
79964_sctg_462_11104	11	58.115	462	11104
79983_sctg_462_29508	11	59.367	462	29508
101629_sctg_752_16413	11	60.619	752	16413
43207_sctg_234_50564	11	60.619	234	50564
43147_sctg_234_164016	11	60.619	234	164016
33524_sctg_192_254211	11	60.619	192	254211
